,text,merged_entities
161,"success coaching has been good, but could be more personal and those questions of mental health could be asked without pressuring the student. a personal connection to feel like someone is on your side and there to listen really helped in those meetings.","[{'start': 0, 'end': 30, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_label': 'Wellness Service - Positive'}, {'start': 32, 'end': 142, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_label': 'Wellness Service - Negative'}]"
162,certain number of free therapy sessions are good but not enough. quality of therapists seem to be a hit or a miss. i seem to have lucked out.,"[{'start': 0, 'end': 64, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Negative']}, {'start': 65, 'end': 141, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'Therapy Service - Limitation', 'Counseling Service - Negative']}]"
163,counseling center works well. something that should be improved is having someone that can prescribe mental health medication ,"[{'start': 0, 'end': 29, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 29, 'end': 126, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'Therapy Service - Suggestion', 'Therapy Service - Suggestion']}]"
164,"we have $10 counseling services, but they fill up quickly. expanding this is key","[{'start': 0, 'end': 32, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}]"
165,cwc counseling is really difficult to get into. drc works really well to help alleviate some of the stressors / pressures that school has on mental health.,"[{'start': 0, 'end': 47, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Counseling Service - Negative']}, {'start': 47, 'end': 155, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Mental Health Service - Positive', 'On-campus Service - Positive']}]"
166,i think that the thing that needs the most focus on is making sure that we have complete access to wellness services 24/7,"[{'start': 0, 'end': 121, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Wellness Service - Suggestion', 'Wellness Service - Suggestion']}]"
167,there shouldn’t be a limit on the number of mental health service appointments a student can make ,"[{'start': 0, 'end': 98, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
168,the cheap sessions offered by grad students supervised by professionals seems like a really good way to give everyone access even if they dont have insurance or dont want their parents to know,"[{'start': 0, 'end': 192, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}]"
169,i think the mental health groups (such as mindfulness) need more awareness ,"[{'start': 0, 'end': 75, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_label': 'Wellness Service - Suggestion'}]"
170,"i appreciate that the cook counseling center has multiple psychiatrists on staff who can prescribe/manage mental health medications (i've had bad experiences with some of the few off-campus providers before switching to cook), and the reception/nursing staff that help manage appointments and rx refill requests are quite helpful (especially nurse crystal)","[{'start': 0, 'end': 131, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Positive', 'Service Availability - Positive']}, {'start': 231, 'end': 356, 'aspects': ['Service Availability'], 'sentiments': ['Positive'], 'raw_labels': ['Service Availability - Positive', 'Service Availability - Positive']}]"
171,mental health resources are good but needs reformment/better staffing/procedures lots of students have had a bad experience that give the resources a bad reputation ,"[{'start': 0, 'end': 32, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_label': 'Mental Health Service - Positive'}, {'start': 33, 'end': 164, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_label': 'Mental Health Service - Negative'}]"
172,i know we have the wellness center but i have not used it. from my friends that have i hear staffing is the biggest issue since there are so many students and not enough counselors.,"[{'start': 0, 'end': 181, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
173,"they do have counseling services, however they are hard to access. most professors are pretty welcoming but i think that if mental health days off were offered in the syllabi of classes that it would better to prioritize mental health. given the esteem of the university, there is a lot of pressure to thrive and a lot of pressure to compete with your peers, helping to reduce that pressure would also be helpful for a lot of students. ","[{'start': 0, 'end': 66, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
174,"none.  the only thing i found helpful is that my professors were extremely understanding and very willing to help.  the university focuses on immediate problems and does not help support students with mental health issues long term.  the mental health services are abysmal and provide a one-size-fits-all approach to treating the wide variety in depression, anxiety, etc. experienced by students campus wide.","[{'start': 7, 'end': 114, 'aspects': ['General'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'General - Positive', 'General - Positive']}, {'start': 116, 'end': 232, 'aspects': [], 'sentiments': [], 'raw_labels': ['Wellness Service - Limitation', 'On-campus Service - Limitation']}, {'start': 234, 'end': 408, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Limitation', 'Mental Health Service - Limitation']}]"
175,the presentation of possible services such as telehealth and the ease of use for mental health services is good. i think mental health check ups could be implemented through the semester more.,"[{'start': 0, 'end': 112, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_label': 'Mental Health Service - Positive'}, {'start': 113, 'end': 192, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_label': 'Mental Health Service - Suggestion'}]"
176,"we had two days for drop-in counseling where students signed up to meet with a counselor for 20 minute sessions. this helped me learn about some resources for myself. i don't have much experience with other mental health wellness services at my university, but i have heard from other students that there can be long wait times to meet with counselors and they're more a short-term solution (e.g., referring students to other therapists). there is a new telehealth counseling service which i don't know much about but it seems to address these problems.","[{'start': 0, 'end': 166, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Positive', 'Mental Health Service - Positive', 'Counseling Service - Neutral']}, {'start': 167, 'end': 438, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}, {'start': 439, 'end': 553, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'Hotline Service - Positive']}]"
177,"on campus free therapy, makes it affordable and an option for everyone on campus. we need more therapists, though, because wait times are extremely long. also, a dedicated health and wellness building would be beneficial. ","[{'start': 0, 'end': 82, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 82, 'end': 154, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}, {'start': 154, 'end': 222, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['Wellness Service - Suggestion', 'Wellness Service - Suggestion', 'Wellness Service - Suggestion']}]"
178,"i used the telecounseling over the pandemic, but i wish i could go past my 4 visits with the addition of more staff at uw for therapy","[{'start': 0, 'end': 133, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
179,i think it needs to more readily available not just like a 9-5 thing.,"[{'start': 0, 'end': 69, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
180,we need more education  programs on what to do when someone we know is facing a mental health issue,"[{'start': 0, 'end': 99, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Suggestion'}]"
181,"caps is working pretty well for me, but i wish there was a way to feel more connected to other students in my effort to improve my mental health.","[{'start': 0, 'end': 34, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 36, 'end': 145, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Suggestion', 'General - Suggestion', 'On-campus Service - Limitation']}]"
182,the appointment system for mental health services is bad. it doesn't represent the full range of services.,"[{'start': 0, 'end': 57, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
183,"one on one therapy works well, but the limitations on how many sessions of therapy are allowed are harmful.","[{'start': 0, 'end': 29, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Therapy Service - Positive', 'Therapy Service - Positive']}, {'start': 35, 'end': 107, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
184,"i like my college's wellness coaches, but availability is limited, which is a problem. ","[{'start': 0, 'end': 36, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}, {'start': 38, 'end': 87, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
185,i think the mental health department is good but just lacking funding and resources. it’s hard to schedule staff for counseling appointments and there also isn’t much importance placed on mental health in comparison to schoolwork.,"[{'start': 0, 'end': 84, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Limitation', 'Mental Health Service - Limitation']}, {'start': 85, 'end': 140, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Limitation']}, {'start': 145, 'end': 230, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Limitation', 'General - Limitation']}]"
186,"i have not reached out yet, personally, but i know some people who have had relatively good luck with caps counseling. ","[{'start': 0, 'end': 119, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'General - Neutral']}]"
187,i didn't really know where to go as an online only student,"[{'start': 0, 'end': 58, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Negative'}]"
188,there needs to be more therapists available and their services need to be more accessible,"[{'start': 0, 'end': 89, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Suggestion']}]"
189,i never used the campus resources so i could not say. i always see posters everywhere so i know that they exist.,"[{'start': 0, 'end': 53, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}, {'start': 54, 'end': 112, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Positive']}]"
190,a lot of students have benefitted from the student counseling center on campus. ,"[{'start': 0, 'end': 80, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'On-campus Service - Positive']}]"
191,"there are some weekly events at the end of each week that provide activities for students to unwind, and sometimes little things throughout the week like giveaways that are nice. i wish there was more promotion of programs offered by the college in regards to mental health services, as i’ve heard mediocre things about those services","[{'start': 0, 'end': 179, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'On-campus Service - Positive']}, {'start': 179, 'end': 334, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'Mental Health Service - Suggestion', 'Mental Health Service - Suggestion']}]"
192,"i don't think i've experienced much of what ua has to offer in regard to mental health. as a part of trio, i do get asked and checked on but i wouldn't really consider it a mental health service. i think i see more aspects of stress and depression but i rarely ever see aspects of procrastination or lack of motivation in regards to mental health.","[{'start': 107, 'end': 195, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_label': 'Mental Health Service - Negative'}]"
193,nothing is really working well. more flexibility when it comes to attendance and mental health. drs is helpful though,"[{'start': 0, 'end': 31, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['General - Negative', 'On-campus Service - Negative', 'On-campus Service - Limitation']}, {'start': 32, 'end': 95, 'aspects': [], 'sentiments': [], 'raw_labels': ['Wellness Service - Suggestion', 'General - Suggestion', 'Mental Health Service - Suggestion']}, {'start': 96, 'end': 117, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'Therapy Service - Positive']}]"
194,"the weekly counselor appointments. finding the right counselor for a student is important, and i don’t think my student health services has done that effort. ","[{'start': 0, 'end': 34, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Positive']}, {'start': 0, 'end': 158, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Mental Health Service - Limitation', 'Counseling Service - Negative']}]"
195,"i'm not sure, i've had trouble figuring out what resources online students have, and i can't find very much.","[{'start': 14, 'end': 108, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
196,aspects that could be improved are availability. what they do well is crisis services.,"[{'start': 0, 'end': 48, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}, {'start': 49, 'end': 86, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive', 'Hotline Service - Positive']}]"
197,"caps is a joke. they are difficult to get an appointment with, don't prescribe the medications i need, and don't care when i am struggling.","[{'start': 0, 'end': 15, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Negative']}, {'start': 16, 'end': 61, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Negative', 'Service Availability - Negative']}, {'start': 63, 'end': 139, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'Therapy Service - Negative']}]"
198,caps is an option that is good for students but it is limited in the help it can provide.,"[{'start': 0, 'end': 43, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 44, 'end': 89, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Limitation', 'Service Availability - Negative']}]"
199,i have no idea. i have not looked into using any assistance ,"[{'start': 0, 'end': 60, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Limitation', 'General - Neutral']}]"
200,they have a good group of therapists. but they don’t provide a ton of different areas of specialty. ,"[{'start': 0, 'end': 37, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Therapy Service - Positive', 'Therapy Service - Positive']}, {'start': 38, 'end': 100, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'Therapy Service - Limitation', 'Therapy Service - Limitation']}]"
201,i think they need to do a better job advertising mental health services,"[{'start': 0, 'end': 71, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Mental Health Service - Limitation', 'On-campus Service - Suggestion']}]"
202,"the let's talk hours are a good method of getting support when you haven't planned ahead, but can sometimes be busy enough that you can't get a chance to speak with a therapist. with the high demand for mental health support, it's just hard to schedule an appointment and find a time that works. having more counseling staff would be great. ","[{'start': 0, 'end': 89, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Mental Health Service - Positive', 'Wellness Service - Positive']}, {'start': 90, 'end': 177, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}, {'start': 178, 'end': 340, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}, {'start': 296, 'end': 341, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Limitation', 'Service Availability - Suggestion']}]"
203,"i like group therapies a lot, but we need more resources for getting help for serious mental illnesses.","[{'start': 0, 'end': 28, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Therapy Service - Positive', 'On-campus Service - Positive']}, {'start': 30, 'end': 103, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Therapy Service - Limitation', 'Therapy Service - Suggestion']}]"
204,more attention to anonymous survey or check in with students so they can receive advice what they can do about it,"[{'start': 0, 'end': 113, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['General - Suggestion', 'Mental Health Service - Limitation', 'Mental Health Service - Suggestion']}]"
205,drop-in counselling is not bad. student disability services are fairly accessible as well. it would be nice if counselling was a little easier to understand how to get. ,"[{'start': 0, 'end': 31, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 32, 'end': 90, 'aspects': [], 'sentiments': [], 'raw_labels': ['Wellness Service - Positive', 'General - Neutral', 'On-campus Service - Positive']}, {'start': 91, 'end': 169, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Suggestion', 'Counseling Service - Suggestion', 'Counseling Service - Suggestion']}]"
206,"i have not personally used these services, but i see advertisements for them throughout the campus and assume these services do a good job","[{'start': 47, 'end': 138, 'aspects': ['General'], 'sentiments': ['Positive'], 'raw_label': 'General - Positive'}]"
207,"while it’s not talked about much in ways such as emails, professors often provide links to learn so i appreciate that.","[{'start': 57, 'end': 118, 'aspects': ['General'], 'sentiments': ['Positive'], 'raw_labels': ['General - Positive', 'General - Positive', 'On-campus Service - Positive']}, {'start': 0, 'end': 55, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Limitation', 'On-campus Service - Negative']}]"
208,from my experience everything is working well. i think they would benefit from having more people staffed to help the students.,"[{'start': 0, 'end': 46, 'aspects': ['General'], 'sentiments': ['Positive'], 'raw_labels': ['General - Positive', 'General - Positive', 'On-campus Service - Positive']}, {'start': 47, 'end': 127, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
209,i mean we have a counseling center which i guess is something but we are severely understaffed and it's very difficult to get an appointment during hours and impossible after business hours so you better not have any problems on the weekends i guess.,"[{'start': 0, 'end': 250, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}, {'start': 0, 'end': 61, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Neutral', 'Counseling Service - Positive']}]"
210,"when someone needs assistance, i want my college to focus on making sure that person receives the help they need. follow up is not the best. ","[{'start': 0, 'end': 139, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'On-campus Service - Suggestion', 'On-campus Service - Suggestion']}, {'start': 114, 'end': 140, 'aspects': [], 'sentiments': [], 'raw_labels': ['Wellness Service - Negative', 'Counseling Service - Limitation']}]"
211,i think there should be more awareness and encouragement made for the resources. ,"[{'start': 0, 'end': 80, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Suggestion'}]"
212,the referral process works well but it should be even easier and there should be less wait time. ,"[{'start': 0, 'end': 32, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive']}, {'start': 0, 'end': 97, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'On-campus Service - Suggestion']}]"
213,i would like more on-campus assistance regarding the diagnosis of mental illness or learning disabilities. i'm currently in the process of seeking a diagnosis and i wish there was more support on campus.,"[{'start': 0, 'end': 106, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'Mental Health Service - Suggestion', 'Therapy Service - Suggestion']}, {'start': 107, 'end': 203, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Limitation', 'On-campus Service - Suggestion']}]"
214,"i tried reaching out to campus mental health service online last semester, which was when i needed the most help but didnt get reply till now. so now i just tried to not rely on them and help myself","[{'start': 0, 'end': 197, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Mental Health Service - Negative', 'Counseling Service - Limitation']}]"
215,the undocumented student program runs individual and group sessions which supplements the times when you don't have an individual appointment. i think more staff should be hired so that they can reach more students on time. ,"[{'start': 0, 'end': 142, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 143, 'end': 224, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
216,"i don't have an answer to the first question but for the second i think awareness of social factors' impact on mental health desperately needs to be addressed because mental health struggles are very different between financially secure straight white people vs. people of color, immigrants, poor people, lgbtq, etc. groups","[{'start': 64, 'end': 158, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_label': 'Mental Health Service - Suggestion'}]"
217,there are some resources but i don’t really have time to interact with them nor do i want to. my professors high expectations stress me out the most,"[{'start': 0, 'end': 148, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Neutral', 'General - Limitation', 'General - Limitation']}]"
218,i'm a oss student thus i do get more additional help from my disability and its has more a help tool and assistance in my college life,"[{'start': 0, 'end': 134, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Mental Health Service - Positive']}]"
219,i didn’t know there were mental health services provided by laredo college ,"[{'start': 0, 'end': 75, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Mental Health Service - Limitation', 'On-campus Service - Negative']}]"
220,i’d say they just need to be more easily accessible and open to students.,"[{'start': 0, 'end': 73, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
221,"overall everyone was very understanding and were patient with me. however, the department only allows calls to set appointments which is not easy for those with mental health issues/concerns. having an email system would be much more inviting. ","[{'start': 0, 'end': 65, 'aspects': ['General'], 'sentiments': ['Positive'], 'raw_labels': ['General - Positive', 'General - Positive', 'Counseling Service - Positive']}, {'start': 66, 'end': 244, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Hotline Service - Suggestion']}]"
222,they only provide in person counseling which does not work for everyone’s schedule,"[{'start': 0, 'end': 82, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation', 'Counseling Service - Limitation']}]"
223,"i love that there is an option of taking a mental health day as a student, it goes a long way. something that could be improved is the flexibility of the “mental health day” for students in a more fast paced programs(e.g nursing).","[{'start': 0, 'end': 94, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'General - Positive']}, {'start': 95, 'end': 230, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'Mental Health Service - Suggestion', 'General - Suggestion']}]"
224,"the programs in place are excellent, but there is a cost that some students are unable to pay. mental health services should be free or more discounted.","[{'start': 0, 'end': 36, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'Mental Health Service - Positive']}, {'start': 37, 'end': 152, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'Mental Health Service - Suggestion']}]"
225,need more counselors for the number of students. add a psychiatrist who can prescribe medications affordably. ,"[{'start': 0, 'end': 48, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Suggestion', 'Service Availability - Suggestion']}, {'start': 49, 'end': 109, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Suggestion', 'Therapy Service - Suggestion']}]"
226,"i think the on campus one is working well, but we’re not doing anything for our outreach centers (ie parsons) ","[{'start': 0, 'end': 42, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 43, 'end': 110, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['General - Negative', 'Service Availability - Suggestion', 'Service Availability - Negative']}]"
227,general attention should be increased for he availability of mental health services on campus. ,"[{'start': 0, 'end': 95, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'Service Availability - Suggestion']}]"
228,the therapists need to be trained better to deal with current student issues.,"[{'start': 0, 'end': 77, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'Therapy Service - Suggestion', 'Therapy Service - Suggestion']}]"
229,"there is a lot of awareness about resources, but that awareness does not translate to accessibility. for example, the sails program is mentioned often by professors, tas, on-campus health staff, etc., but getting an appointment and getting accommodations approved takes weeks. ","[{'start': 45, 'end': 101, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Limitation', 'Service Availability - Negative']}, {'start': 0, 'end': 43, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Positive']}, {'start': 101, 'end': 277, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Negative']}]"
230,"i think the programs and people running it are nice and supportive. even online meetings feel beneficial. however, there should be more ""marketing"" or increase awareness of these resources. they need to normalize it more so that people who need help won't be scared to reach out.","[{'start': 0, 'end': 105, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 106, 'end': 279, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}]"
231,"i have received a medication evaluation and several counseling sessions, both of which seem to be going well. ","[{'start': 0, 'end': 109, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}]"
